CASA,FORA,GOLS_CASA,GOLS_FORA,TEMPORADA
Crotone,Milan,0,2,2021
Roma,Juventus,2,2,2021
Bologna,Parma,4,1,2021
Benevento,Inter,2,5,2021
Udinese,Spezia,0,2,2021
Lazio,Atalanta,1,4,2021
Fiorentina,Sampdoria,1,2,2021
Sassuolo,Crotone,4,1,2021
Udinese,Roma,0,1,2021
Atalanta,Cagliari,5,2,2021
Benevento,Bologna,1,0,2021
Lazio,Inter,1,1,2021
Parma,Verona,1,0,2021
Milan,Spezia,3,0,2021
Napoli,Atalanta,4,1,2021
Inter,Milan,1,2,2021
Sampdoria,Lazio,3,0,2021
Crotone,Juventus,1,1,2021
Bologna,Sassuolo,3,4,2021
Spezia,Fiorentina,2,2,2021
Torino,Cagliari,2,3,2021
Udinese,Parma,3,2,2021
Roma,Benevento,5,2,2021
Verona,Genoa,0,0,2021
Sassuolo,Torino,3,3,2021
Atalanta,Sampdoria,1,3,2021
Genoa,Inter,0,2,2021
Lazio,Bologna,2,1,2021
Cagliari,Crotone,4,2,2021
Benevento,Napoli,1,2,2021
Parma,Spezia,2,2,2021
Fiorentina,Udinese,3,2,2021
Juventus,Verona,1,1,2021
Milan,Roma,3,3,2021
Crotone,Atalanta,1,2,2021
Inter,Parma,2,2,2021
Bologna,Cagliari,3,2,2021
Udinese,Milan,1,2,2021
Spezia,Juventus,1,4,2021
Torino,Lazio,3,4,2021
Napoli,Sassuolo,0,2,2021
Roma,Fiorentina,2,0,2021
Sampdoria,Genoa,1,1,2021
Verona,Benevento,3,1,2021
Genoa,Torino,1,2,2021
Sassuolo,Udinese,0,0,2021
Cagliari,Sampdoria,2,0,2021
Benevento,Spezia,0,3,2021
Parma,Fiorentina,0,0,2021
Lazio,Juventus,1,1,2021
Atalanta,Inter,1,1,2021
Genoa,Roma,1,3,2021
Torino,Crotone,0,0,2021
Bologna,Napoli,0,1,2021
Milan,Verona,2,2,2021
Crotone,Lazio,0,2,2021
Spezia,Atalanta,0,0,2021
Juventus,Cagliari,2,0,2021
Fiorentina,Benevento,0,1,2021
Inter,Torino,4,2,2021
Roma,Parma,3,0,2021
Sampdoria,Bologna,1,2,2021
Verona,Sassuolo,0,2,2021
Udinese,Genoa,1,0,2021
Napoli,Milan,1,3,2021
Sassuolo,Inter,0,3,2021
Benevento,Juventus,1,1,2021
Atalanta,Verona,0,2,2021
Lazio,Udinese,1,3,2021
Bologna,Crotone,1,0,2021
Milan,Fiorentina,2,0,2021
Cagliari,Spezia,2,2,2021
Napoli,Roma,4,0,2021
Torino,Sampdoria,2,2,2021
Genoa,Parma,1,2,2021
Spezia,Lazio,1,2,2021
Juventus,Torino,2,1,2021
Inter,Bologna,3,1,2021
Verona,Cagliari,1,1,2021
Parma,Benevento,0,0,2021
Roma,Sassuolo,0,0,2021
Crotone,Napoli,0,4,2021
Sampdoria,Milan,1,2,2021
Fiorentina,Genoa,1,1,2021
Sassuolo,Benevento,1,0,2021
Crotone,Spezia,4,1,2021
Torino,Udinese,2,3,2021
Lazio,Verona,1,2,2021
Cagliari,Inter,1,3,2021
Atalanta,Fiorentina,3,0,2021
Bologna,Roma,1,5,2021
Napoli,Sampdoria,2,1,2021
Genoa,Juventus,1,3,2021
Milan,Parma,2,2,2021
Udinese,Crotone,0,0,2021
Benevento,Lazio,1,1,2021
Juventus,Atalanta,1,1,2021
Fiorentina,Sassuolo,1,1,2021
Genoa,Milan,2,2,2021
Inter,Napoli,1,0,2021
Parma,Cagliari,0,0,2021
Spezia,Bologna,2,2,2021
Verona,Sampdoria,1,2,2021
Roma,Torino,3,1,2021
Fiorentina,Verona,1,1,2021
Sampdoria,Crotone,3,1,2021
Parma,Juventus,0,4,2021
Torino,Bologna,1,1,2021
Benevento,Genoa,2,0,2021
Cagliari,Udinese,1,1,2021
Inter,Spezia,2,1,2021
Sassuolo,Milan,1,2,2021
Atalanta,Roma,4,1,2021
Lazio,Napoli,2,0,2021
Crotone,Parma,2,1,2021
Juventus,Fiorentina,0,3,2021
Verona,Inter,1,2,2021
Bologna,Atalanta,2,2,2021
Milan,Lazio,3,2,2021
Napoli,Torino,1,1,2021
Roma,Cagliari,3,2,2021
Sampdoria,Sassuolo,2,3,2021
Spezia,Genoa,1,2,2021
Udinese,Benevento,0,2,2021
Inter,Crotone,6,2,2021
Atalanta,Sassuolo,5,1,2021
Cagliari,Napoli,1,4,2021
Fiorentina,Bologna,0,0,2021
Genoa,Lazio,1,1,2021
Parma,Torino,0,3,2021
Roma,Sampdoria,1,0,2021
Spezia,Verona,0,1,2021
Benevento,Milan,0,2,2021
Juventus,Udinese,4,1,2021
Cagliari,Benevento,1,2,2021
Atalanta,Parma,3,0,2021
Bologna,Udinese,2,2,2021
Crotone,Roma,1,3,2021
Lazio,Fiorentina,2,1,2021
Sampdoria,Inter,2,1,2021
Sassuolo,Genoa,2,1,2021
Torino,Verona,1,1,2021
Napoli,Spezia,1,2,2021
Milan,Juventus,1,3,2021
Benevento,Atalanta,1,4,2021
Genoa,Bologna,2,0,2021
Milan,Torino,2,0,2021
Roma,Inter,2,2,2021
Parma,Lazio,0,2,2021
Udinese,Napoli,1,2,2021
Verona,Crotone,2,1,2021
Fiorentina,Cagliari,1,0,2021
Juventus,Sassuolo,3,1,2021
Spezia,Sampdoria,2,1,2021
Lazio,Roma,3,0,2021
Bologna,Verona,1,0,2021
Torino,Spezia,0,0,2021
Sampdoria,Udinese,2,1,2021
Napoli,Fiorentina,6,0,2021
Crotone,Benevento,4,1,2021
Sassuolo,Parma,1,1,2021
Atalanta,Genoa,0,0,2021
Inter,Juventus,2,0,2021
Cagliari,Milan,0,2,2021
Udinese,Atalanta,1,1,2021
Benevento,Torino,2,2,2021
Roma,Spezia,4,3,2021
Milan,Atalanta,0,3,2021
Udinese,Inter,0,0,2021
Fiorentina,Crotone,2,1,2021
Juventus,Bologna,2,0,2021
Genoa,Cagliari,1,0,2021
Verona,Napoli,3,1,2021
Lazio,Sassuolo,2,1,2021
Parma,Sampdoria,0,2,2021
Torino,Fiorentina,1,1,2021
Bologna,Milan,1,2,2021
Sampdoria,Juventus,0,2,2021
Inter,Benevento,4,0,2021
Spezia,Udinese,0,1,2021
Atalanta,Lazio,1,3,2021
Cagliari,Sassuolo,1,1,2021
Crotone,Genoa,0,3,2021
Napoli,Parma,2,0,2021
Roma,Verona,3,1,2021
Fiorentina,Inter,0,2,2021
Atalanta,Torino,3,3,2021
Sassuolo,Spezia,1,2,2021
Juventus,Roma,2,0,2021
Genoa,Napoli,2,1,2021
Benevento,Sampdoria,1,1,2021
Milan,Crotone,4,0,2021
Udinese,Verona,2,0,2021
Parma,Bologna,0,3,2021
Lazio,Cagliari,1,0,2021
Bologna,Benevento,1,1,2021
Torino,Genoa,0,0,2021
Napoli,Juventus,1,0,2021
Spezia,Milan,2,0,2021
Roma,Udinese,3,0,2021
Cagliari,Atalanta,0,1,2021
Sampdoria,Fiorentina,2,1,2021
Crotone,Sassuolo,1,2,2021
Inter,Lazio,3,1,2021
Verona,Parma,2,1,2021
Fiorentina,Spezia,3,0,2021
Cagliari,Torino,0,1,2021
Lazio,Sampdoria,1,0,2021
Genoa,Verona,2,2,2021
Sassuolo,Bologna,1,1,2021
Parma,Udinese,2,2,2021
Milan,Inter,0,3,2021
Atalanta,Napoli,4,2,2021
Benevento,Roma,0,0,2021
Juventus,Crotone,3,0,2021
Spezia,Parma,2,2,2021
Bologna,Lazio,2,0,2021
Verona,Juventus,1,1,2021
Sampdoria,Atalanta,0,2,2021
Crotone,Cagliari,0,2,2021
Inter,Genoa,3,0,2021
Udinese,Fiorentina,1,0,2021
Napoli,Benevento,2,0,2021
Roma,Milan,1,2,2021
Juventus,Spezia,3,0,2021
Sassuolo,Napoli,3,3,2021
Atalanta,Crotone,5,1,2021
Benevento,Verona,0,3,2021
Cagliari,Bologna,1,0,2021
Fiorentina,Roma,1,2,2021
Genoa,Sampdoria,1,1,2021
Milan,Udinese,1,1,2021
Parma,Inter,1,2,2021
Spezia,Benevento,1,1,2021
Udinese,Sassuolo,2,0,2021
Juventus,Lazio,3,1,2021
Roma,Genoa,1,0,2021
Crotone,Torino,4,2,2021
Fiorentina,Parma,3,3,2021
Verona,Milan,0,2,2021
Sampdoria,Cagliari,2,2,2021
Napoli,Bologna,3,1,2021
Inter,Atalanta,1,0,2021
Lazio,Crotone,3,2,2021
Atalanta,Spezia,3,1,2021
Sassuolo,Verona,3,2,2021
Benevento,Fiorentina,1,4,2021
Genoa,Udinese,1,1,2021
Bologna,Sampdoria,3,1,2021
Parma,Roma,2,0,2021
Torino,Inter,1,2,2021
Cagliari,Juventus,1,3,2021
Milan,Napoli,0,1,2021
Torino,Sassuolo,3,2,2021
Parma,Genoa,1,2,2021
Crotone,Bologna,2,3,2021
Spezia,Cagliari,2,1,2021
Verona,Atalanta,0,2,2021
Juventus,Benevento,0,1,2021
Sampdoria,Torino,1,0,2021
Udinese,Lazio,0,1,2021
Fiorentina,Milan,2,3,2021
Roma,Napoli,0,2,2021
Milan,Sampdoria,1,1,2021
Atalanta,Udinese,3,2,2021
Benevento,Parma,2,2,2021
Cagliari,Verona,0,2,2021
Genoa,Fiorentina,1,1,2021
Lazio,Spezia,2,1,2021
Napoli,Crotone,4,3,2021
Sassuolo,Roma,2,2,2021
Torino,Juventus,2,2,2021
Bologna,Inter,0,1,2021
Inter,Sassuolo,2,1,2021
Juventus,Napoli,2,1,2021
Spezia,Crotone,3,2,2021
Parma,Milan,1,3,2021
Udinese,Torino,0,1,2021
Inter,Cagliari,1,0,2021
Juventus,Genoa,3,1,2021
Sampdoria,Napoli,0,2,2021
Verona,Lazio,0,1,2021
Roma,Bologna,1,0,2021
Fiorentina,Atalanta,2,3,2021
Benevento,Sassuolo,0,1,2021
Crotone,Udinese,1,2,2021
Sampdoria,Verona,3,1,2021
Sassuolo,Fiorentina,3,1,2021
Cagliari,Parma,4,3,2021
Milan,Genoa,2,1,2021
Atalanta,Juventus,1,0,2021
Bologna,Spezia,4,1,2021
Lazio,Benevento,5,3,2021
Torino,Roma,3,1,2021
Napoli,Inter,1,1,2021
Verona,Fiorentina,1,2,2021
Milan,Sassuolo,1,2,2021
Bologna,Torino,1,1,2021
Crotone,Sampdoria,0,1,2021
Genoa,Benevento,2,2,2021
Juventus,Parma,3,1,2021
Spezia,Inter,1,1,2021
Udinese,Cagliari,0,1,2021
Roma,Atalanta,1,1,2021
Napoli,Lazio,5,2,2021
Genoa,Spezia,2,0,2021
Parma,Crotone,3,4,2021
Sassuolo,Sampdoria,1,0,2021
Benevento,Udinese,2,4,2021
Fiorentina,Juventus,1,1,2021
Inter,Verona,1,0,2021
Cagliari,Roma,3,2,2021
Atalanta,Bologna,5,0,2021
Torino,Napoli,0,2,2021
Lazio,Milan,3,0,2021
Verona,Spezia,1,1,2021
Crotone,Inter,0,2,2021
Milan,Benevento,2,0,2021
Lazio,Genoa,4,3,2021
Bologna,Fiorentina,3,3,2021
Napoli,Cagliari,1,1,2021
Sassuolo,Atalanta,1,1,2021
Udinese,Juventus,1,2,2021
Sampdoria,Roma,2,0,2021
Torino,Parma,1,0,2021
Spezia,Napoli,1,4,2021
Udinese,Bologna,1,1,2021
Inter,Sampdoria,5,1,2021
Fiorentina,Lazio,2,0,2021
Genoa,Sassuolo,1,2,2021
Benevento,Cagliari,1,3,2021
Parma,Atalanta,2,5,2021
Verona,Torino,1,1,2021
Roma,Crotone,5,0,2021
Juventus,Milan,0,3,2021
Napoli,Udinese,5,1,2021
Cagliari,Fiorentina,0,0,2021
Atalanta,Benevento,2,0,2021
Bologna,Genoa,0,2,2021
Inter,Roma,3,1,2021
Lazio,Parma,1,0,2021
Sampdoria,Spezia,2,2,2021
Sassuolo,Juventus,1,3,2021
Torino,Milan,0,7,2021
Crotone,Verona,2,1,2021
Genoa,Atalanta,3,4,2021
Spezia,Torino,4,1,2021
Juventus,Inter,3,2,2021
Roma,Lazio,2,0,2021
Fiorentina,Napoli,0,2,2021
Benevento,Crotone,1,1,2021
Udinese,Sampdoria,0,1,2021
Parma,Sassuolo,1,3,2021
Milan,Cagliari,0,0,2021
Verona,Bologna,2,2,2021
Lazio,Torino,0,0,2021
Cagliari,Genoa,0,1,2021
Crotone,Fiorentina,0,0,2021
Sampdoria,Parma,3,0,2021
Inter,Udinese,5,1,2021
Atalanta,Milan,0,2,2021
Bologna,Juventus,1,4,2021
Napoli,Verona,1,1,2021
Sassuolo,Lazio,2,0,2021
Spezia,Roma,2,2,2021
Torino,Benevento,1,1,2021
Bayern Munich,Schalke 04,8,0,2021
Ein Frankfurt,Bielefeld,1,1,2021
FC Koln,Hoffenheim,2,3,2021
Stuttgart,Freiburg,2,3,2021
Union Berlin,Augsburg,1,3,2021
Werder Bremen,Hertha,1,4,2021
Dortmund,M'gladbach,3,0,2021
RB Leipzig,Mainz,3,1,2021
Wolfsburg,Leverkusen,0,0,2021
Hertha,Ein Frankfurt,1,3,2021
Augsburg,Dortmund,2,0,2021
Bielefeld,FC Koln,1,0,2021
Leverkusen,RB Leipzig,1,1,2021
Mainz,Stuttgart,1,4,2021
M'gladbach,Union Berlin,1,1,2021
Schalke 04,Werder Bremen,1,3,2021
Hoffenheim,Bayern Munich,4,1,2021
Freiburg,Wolfsburg,1,1,2021
Union Berlin,Mainz,4,0,2021
Dortmund,Freiburg,4,0,2021
Ein Frankfurt,Hoffenheim,2,1,2021
FC Koln,M'gladbach,1,3,2021
Stuttgart,Leverkusen,1,1,2021
Werder Bremen,Bielefeld,1,0,2021
RB Leipzig,Schalke 04,4,0,2021
Wolfsburg,Augsburg,0,0,2021
Bayern Munich,Hertha,4,3,2021
Augsburg,RB Leipzig,0,2,2021
Freiburg,Werder Bremen,1,1,2021
Hertha,Stuttgart,0,2,2021
Hoffenheim,Dortmund,0,1,2021
Mainz,Leverkusen,0,1,2021
Bielefeld,Bayern Munich,1,4,2021
M'gladbach,Wolfsburg,1,1,2021
FC Koln,Ein Frankfurt,1,1,2021
Schalke 04,Union Berlin,1,1,2021
Stuttgart,FC Koln,1,1,2021
Bayern Munich,Ein Frankfurt,5,0,2021
Mainz,M'gladbach,2,3,2021
RB Leipzig,Hertha,2,1,2021
Union Berlin,Freiburg,1,1,2021
Dortmund,Schalke 04,3,0,2021
Wolfsburg,Bielefeld,2,1,2021
Werder Bremen,Hoffenheim,1,1,2021
Leverkusen,Augsburg,3,1,2021
Schalke 04,Stuttgart,1,1,2021
Augsburg,Mainz,3,1,2021
Bielefeld,Dortmund,0,2,2021
Ein Frankfurt,Werder Bremen,1,1,2021
FC Koln,Bayern Munich,1,2,2021
M'gladbach,RB Leipzig,1,0,2021
Freiburg,Leverkusen,2,4,2021
Hertha,Wolfsburg,1,1,2021
Hoffenheim,Union Berlin,1,3,2021
Werder Bremen,FC Koln,1,1,2021
Augsburg,Hertha,0,3,2021
Mainz,Schalke 04,2,2,2021
RB Leipzig,Freiburg,3,0,2021
Stuttgart,Ein Frankfurt,2,2,2021
Union Berlin,Bielefeld,5,0,2021
Dortmund,Bayern Munich,2,3,2021
Wolfsburg,Hoffenheim,2,1,2021
Leverkusen,M'gladbach,4,3,2021
Bayern Munich,Werder Bremen,1,1,2021
Bielefeld,Leverkusen,1,2,2021
Hoffenheim,Stuttgart,3,3,2021
M'gladbach,Augsburg,1,1,2021
Schalke 04,Wolfsburg,0,2,2021
Ein Frankfurt,RB Leipzig,1,1,2021
Hertha,Dortmund,2,5,2021
Freiburg,Mainz,1,3,2021
FC Koln,Union Berlin,1,2,2021
Wolfsburg,Werder Bremen,5,3,2021
Augsburg,Freiburg,1,1,2021
Dortmund,FC Koln,1,2,2021
RB Leipzig,Bielefeld,2,1,2021
Stuttgart,Bayern Munich,1,3,2021
Union Berlin,Ein Frankfurt,3,3,2021
M'gladbach,Schalke 04,4,1,2021
Leverkusen,Hertha,0,0,2021
Mainz,Hoffenheim,1,1,2021
Hertha,Union Berlin,3,1,2021
Bielefeld,Mainz,2,1,2021
Ein Frankfurt,Dortmund,1,1,2021
FC Koln,Wolfsburg,2,2,2021
Freiburg,M'gladbach,2,2,2021
Bayern Munich,RB Leipzig,3,3,2021
Werder Bremen,Stuttgart,1,2,2021
Schalke 04,Leverkusen,0,3,2021
Hoffenheim,Augsburg,3,1,2021
Wolfsburg,Ein Frankfurt,2,1,2021
Dortmund,Stuttgart,1,5,2021
Freiburg,Bielefeld,2,0,2021
Mainz,FC Koln,0,1,2021
M'gladbach,Hertha,1,1,2021
RB Leipzig,Werder Bremen,2,0,2021
Union Berlin,Bayern Munich,1,1,2021
Augsburg,Schalke 04,2,2,2021
Leverkusen,Hoffenheim,4,1,2021
Ein Frankfurt,M'gladbach,3,3,2021
Hertha,Mainz,0,0,2021
Stuttgart,Union Berlin,2,2,2021
Werder Bremen,Dortmund,1,2,2021
Schalke 04,Freiburg,0,2,2021
Bayern Munich,Wolfsburg,2,1,2021
Bielefeld,Augsburg,0,1,2021
FC Koln,Leverkusen,0,4,2021
Hoffenheim,RB Leipzig,0,1,2021
Union Berlin,Dortmund,2,1,2021
Augsburg,Ein Frankfurt,0,2,2021
Mainz,Werder Bremen,0,1,2021
M'gladbach,Hoffenheim,1,2,2021
RB Leipzig,FC Koln,0,0,2021
Schalke 04,Bielefeld,0,1,2021
Leverkusen,Bayern Munich,1,2,2021
Freiburg,Hertha,4,1,2021
Wolfsburg,Stuttgart,1,0,2021
Bielefeld,M'gladbach,0,1,2021
Ein Frankfurt,Leverkusen,2,1,2021
FC Koln,Augsburg,0,1,2021
Hoffenheim,Freiburg,1,3,2021
Werder Bremen,Union Berlin,0,2,2021
Hertha,Schalke 04,3,0,2021
Stuttgart,RB Leipzig,0,1,2021
Dortmund,Wolfsburg,2,0,2021
Bayern Munich,Mainz,5,2,2021
M'gladbach,Bayern Munich,3,2,2021
Freiburg,FC Koln,5,0,2021
Leverkusen,Werder Bremen,1,1,2021
Mainz,Ein Frankfurt,0,2,2021
Schalke 04,Hoffenheim,4,0,2021
Union Berlin,Wolfsburg,2,2,2021
RB Leipzig,Dortmund,1,3,2021
Augsburg,Stuttgart,1,4,2021
Bielefeld,Hertha,1,0,2021
Union Berlin,Leverkusen,1,0,2021
Dortmund,Mainz,1,1,2021
FC Koln,Hertha,0,0,2021
Hoffenheim,Bielefeld,0,0,2021
Werder Bremen,Augsburg,2,0,2021
Wolfsburg,RB Leipzig,2,2,2021
Stuttgart,M'gladbach,2,2,2021
Bayern Munich,Freiburg,2,1,2021
Ein Frankfurt,Schalke 04,3,1,2021
M'gladbach,Werder Bremen,1,0,2021
Hertha,Hoffenheim,0,3,2021
Leverkusen,Dortmund,2,1,2021
Mainz,Wolfsburg,0,2,2021
Schalke 04,FC Koln,1,2,2021
Augsburg,Bayern Munich,0,1,2021
Bielefeld,Stuttgart,3,0,2021
Freiburg,Ein Frankfurt,2,2,2021
RB Leipzig,Union Berlin,1,0,2021
M'gladbach,Dortmund,4,2,2021
Augsburg,Union Berlin,2,1,2021
Bielefeld,Ein Frankfurt,1,5,2021
Freiburg,Stuttgart,2,1,2021
Leverkusen,Wolfsburg,0,1,2021
Mainz,RB Leipzig,3,2,2021
Hertha,Werder Bremen,1,4,2021
Schalke 04,Bayern Munich,0,4,2021
Hoffenheim,FC Koln,3,0,2021
Stuttgart,Mainz,2,0,2021
Bayern Munich,Hoffenheim,4,1,2021
Dortmund,Augsburg,3,1,2021
Ein Frankfurt,Hertha,3,1,2021
Union Berlin,M'gladbach,1,1,2021
Werder Bremen,Schalke 04,1,1,2021
RB Leipzig,Leverkusen,1,0,2021
FC Koln,Bielefeld,3,1,2021
Wolfsburg,Freiburg,3,0,2021
Hertha,Bayern Munich,0,1,2021
Augsburg,Wolfsburg,0,2,2021
Freiburg,Dortmund,2,1,2021
Leverkusen,Stuttgart,5,2,2021
Mainz,Union Berlin,1,0,2021
Schalke 04,RB Leipzig,0,3,2021
M'gladbach,FC Koln,1,2,2021
Hoffenheim,Ein Frankfurt,1,3,2021
RB Leipzig,Augsburg,2,1,2021
Dortmund,Hoffenheim,2,2,2021
Leverkusen,Mainz,2,2,2021
Stuttgart,Hertha,1,1,2021
Werder Bremen,Freiburg,0,0,2021
Union Berlin,Schalke 04,0,0,2021
Ein Frankfurt,FC Koln,2,0,2021
Wolfsburg,M'gladbach,0,0,2021
Bayern Munich,Bielefeld,3,3,2021
Bielefeld,Wolfsburg,0,3,2021
Ein Frankfurt,Bayern Munich,2,1,2021
FC Koln,Stuttgart,0,1,2021
Freiburg,Union Berlin,0,1,2021
M'gladbach,Mainz,1,2,2021
Schalke 04,Dortmund,0,4,2021
Augsburg,Leverkusen,1,1,2021
Hertha,RB Leipzig,0,3,2021
Hoffenheim,Werder Bremen,4,0,2021
Werder Bremen,Ein Frankfurt,2,1,2021
Bayern Munich,FC Koln,5,1,2021
Dortmund,Bielefeld,3,0,2021
Stuttgart,Schalke 04,5,1,2021
Wolfsburg,Hertha,2,0,2021
RB Leipzig,M'gladbach,3,2,2021
Union Berlin,Hoffenheim,1,1,2021
Mainz,Augsburg,0,1,2021
Leverkusen,Freiburg,1,2,2021
Schalke 04,Mainz,0,0,2021
Ein Frankfurt,Stuttgart,1,1,2021
Freiburg,RB Leipzig,0,3,2021
Hertha,Augsburg,2,1,2021
Hoffenheim,Wolfsburg,2,1,2021
M'gladbach,Leverkusen,0,1,2021
Bayern Munich,Dortmund,4,2,2021
FC Koln,Werder Bremen,1,1,2021
Bielefeld,Union Berlin,0,0,2021
Bielefeld,Werder Bremen,0,2,2021
Augsburg,M'gladbach,3,1,2021
Mainz,Freiburg,1,0,2021
Union Berlin,FC Koln,2,1,2021
Werder Bremen,Bayern Munich,1,3,2021
Wolfsburg,Schalke 04,5,0,2021
Dortmund,Hertha,2,0,2021
Leverkusen,Bielefeld,1,2,2021
RB Leipzig,Ein Frankfurt,1,1,2021
Stuttgart,Hoffenheim,2,0,2021
Bielefeld,RB Leipzig,0,1,2021
Bayern Munich,Stuttgart,4,0,2021
Ein Frankfurt,Union Berlin,5,2,2021
FC Koln,Dortmund,2,2,2021
Werder Bremen,Wolfsburg,1,2,2021
Schalke 04,M'gladbach,0,3,2021
Hoffenheim,Mainz,1,2,2021
Hertha,Leverkusen,3,0,2021
Freiburg,Augsburg,2,0,2021
Augsburg,Hoffenheim,2,1,2021
Dortmund,Ein Frankfurt,1,2,2021
Leverkusen,Schalke 04,2,1,2021
Mainz,Bielefeld,1,1,2021
Wolfsburg,FC Koln,1,0,2021
RB Leipzig,Bayern Munich,0,1,2021
M'gladbach,Freiburg,2,1,2021
Stuttgart,Werder Bremen,1,0,2021
Union Berlin,Hertha,1,1,2021
Bielefeld,Freiburg,1,0,2021
Bayern Munich,Union Berlin,1,1,2021
Ein Frankfurt,Wolfsburg,4,3,2021
Hertha,M'gladbach,2,2,2021
Werder Bremen,RB Leipzig,1,4,2021
Stuttgart,Dortmund,2,3,2021
Schalke 04,Augsburg,1,0,2021
FC Koln,Mainz,2,3,2021
Hoffenheim,Leverkusen,0,0,2021
RB Leipzig,Hoffenheim,0,0,2021
Augsburg,Bielefeld,0,0,2021
Freiburg,Schalke 04,4,0,2021
M'gladbach,Ein Frankfurt,4,0,2021
Union Berlin,Stuttgart,2,1,2021
Wolfsburg,Bayern Munich,2,3,2021
Leverkusen,FC Koln,3,0,2021
Dortmund,Werder Bremen,4,1,2021
FC Koln,RB Leipzig,2,1,2021
Bayern Munich,Leverkusen,2,0,2021
Bielefeld,Schalke 04,1,0,2021
Ein Frankfurt,Augsburg,2,0,2021
Dortmund,Union Berlin,2,0,2021
Hoffenheim,M'gladbach,3,2,2021
Stuttgart,Wolfsburg,1,3,2021
Werder Bremen,Mainz,0,1,2021
Augsburg,FC Koln,2,3,2021
Freiburg,Hoffenheim,1,1,2021
Mainz,Bayern Munich,2,1,2021
Union Berlin,Werder Bremen,3,1,2021
Wolfsburg,Dortmund,0,2,2021
Leverkusen,Ein Frankfurt,3,1,2021
RB Leipzig,Stuttgart,2,0,2021
M'gladbach,Bielefeld,5,0,2021
Mainz,Hertha,1,1,2021
Hertha,Freiburg,3,0,2021
Stuttgart,Augsburg,2,1,2021
Dortmund,RB Leipzig,3,2,2021
Hoffenheim,Schalke 04,4,2,2021
Werder Bremen,Leverkusen,0,0,2021
Wolfsburg,Union Berlin,3,0,2021
Bayern Munich,M'gladbach,6,0,2021
FC Koln,Freiburg,1,4,2021
Ein Frankfurt,Mainz,1,1,2021
Hertha,Bielefeld,0,0,2021
Schalke 04,Hertha,1,2,2021
Augsburg,Werder Bremen,2,0,2021
Bielefeld,Hoffenheim,1,1,2021
Freiburg,Bayern Munich,2,2,2021
Hertha,FC Koln,0,0,2021
Leverkusen,Union Berlin,1,1,2021
M'gladbach,Stuttgart,1,2,2021
Schalke 04,Ein Frankfurt,4,3,2021
Mainz,Dortmund,1,3,2021
RB Leipzig,Wolfsburg,2,2,2021
Bayern Munich,Augsburg,5,2,2021
Dortmund,Leverkusen,3,1,2021
Ein Frankfurt,Freiburg,3,1,2021
FC Koln,Schalke 04,1,0,2021
Hoffenheim,Hertha,2,1,2021
Stuttgart,Bielefeld,0,2,2021
Union Berlin,RB Leipzig,2,1,2021
Werder Bremen,M'gladbach,2,4,2021
Wolfsburg,Mainz,2,3,2021
Bordeaux,Nantes,0,0,2021
Dijon,Angers,0,1,2021
Lille,Rennes,1,1,2021
Monaco,Reims,2,2,2021
Lorient,Strasbourg,3,1,2021
Nimes,Brest,4,0,2021
Nice,Lens,2,1,2021
Lyon,Dijon,4,1,2021
Rennes,Montpellier,2,1,2021
Strasbourg,Nice,0,2,2021
Reims,Lille,0,1,2021
Angers,Bordeaux,0,2,2021
Metz,Monaco,0,1,2021
Nantes,Nimes,2,1,2021
St Etienne,Lorient,2,0,2021
Brest,Marseille,2,3,2021
Lens,Paris SG,1,0,2021
Bordeaux,Lyon,0,0,2021
Montpellier,Nice,3,1,2021
St Etienne,Strasbourg,2,0,2021
Lille,Metz,1,0,2021
Angers,Reims,1,0,2021
Dijon,Brest,0,2,2021
Lorient,Lens,2,3,2021
Nimes,Rennes,2,4,2021
Monaco,Nantes,2,1,2021
Paris SG,Marseille,0,1,2021
Montpellier,Lyon,2,1,2021
Paris SG,Metz,1,0,2021
Marseille,St Etienne,0,2,2021
Lyon,Nimes,0,0,2021
Lens,Bordeaux,2,1,2021
Rennes,Monaco,2,1,2021
Nice,Paris SG,0,3,2021
Brest,Lorient,3,2,2021
Metz,Reims,2,1,2021
Montpellier,Angers,4,1,2021
Strasbourg,Dijon,1,0,2021
Nantes,St Etienne,2,2,2021
Marseille,Lille,1,1,2021
Lille,Nantes,2,0,2021
St Etienne,Rennes,0,3,2021
Marseille,Metz,1,1,2021
Bordeaux,Nice,0,0,2021
Angers,Brest,3,2,2021
Dijon,Montpellier,2,2,2021
Monaco,Strasbourg,3,2,2021
Nimes,Lens,1,1,2021
Lorient,Lyon,1,1,2021
Reims,Paris SG,0,2,2021
Paris SG,Angers,6,1,2021
Lens,St Etienne,2,0,2021
Nice,Nantes,2,1,2021
Montpellier,Nimes,0,1,2021
Bordeaux,Dijon,3,0,2021
Brest,Monaco,1,0,2021
Metz,Lorient,3,1,2021
Strasbourg,Lille,0,3,2021
Rennes,Reims,2,2,2021
Lyon,Marseille,1,1,2021
Dijon,Rennes,1,1,2021
Nimes,Paris SG,0,4,2021
Reims,Lorient,1,3,2021
Marseille,Bordeaux,3,1,2021
Strasbourg,Lyon,2,3,2021
Angers,Metz,1,1,2021
Monaco,Montpellier,1,1,2021
Nantes,Brest,3,1,2021
St Etienne,Nice,1,3,2021
Lille,Lens,4,0,2021
Rennes,Angers,1,2,2021
Lorient,Marseille,0,1,2021
Paris SG,Dijon,4,0,2021
